,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,T_pyMelt,T_MELTS,F_MELTS,F_pyMelt,P,Augite,Garnet,Liquid,Olivine,Orthopyroxene,X
43,39.9685693690871,1.58958306321964,11.7559060652577,1.5406569138366,12.4357496450702,21.4495878528867,9.20074285588817,2.05920423475397,1449.808166949315,1496.2999999999934,0.0698667751449208,0.07711419580363613,2220.0,12.2947150940402,7.13177158186823,0.673102418092996,48.613239388337,22.7471715176615,0.007359527860190209
44,40.0304107181949,1.57462543962206,11.9179968611902,1.52564865853473,12.3169592862293,21.3256446440419,9.23327529772178,2.07543909446502,1448.2470107278323,1494.0999999999935,0.07210413912335988,0.07922214388529478,2200.0,12.2374494340198,6.92615712889417,0.660342364193134,48.5428732584565,22.8731778144364,0.007237421790805939
45,40.094189867431,1.55798008903541,12.0798670834739,1.51052692108243,12.1925513506814,21.2077344486935,9.27347545770628,2.08367478189613,1446.6809215750588,1491.9999999999945,0.07403640801383071,0.08133990298090961,2180.0,12.1325456568594,6.76004437257057,0.669509640243238,48.4735230437805,23.0143772865463,0.007353208569393058
46,40.1590858145851,1.54172945282,12.2418814671287,1.49477356007938,12.0737361849936,21.0837582056518,9.30940772396853,2.09562759077287,1445.1099419511684,1489.7999999999947,0.07627377199227123,0.08346736064749599,2160.0,12.0645474546201,6.54993132801771,0.665818525208334,48.3990443083128,23.150658383841,0.0073303812089434576
47,40.2258858043823,1.52696623257674,12.407020086714,1.48046889989594,11.9490617951121,20.9567728894927,9.34098424620552,2.11284004562078,1443.534111638485,1487.499999999996,0.07840943760805591,0.08560440855943996,2140.0,11.9998405626712,6.34598569353056,0.653344029843189,48.3643184354232,23.2565112785317,0.007209711209922645
48,40.2864723387441,1.5093661473476,12.5622025702682,1.46575223574978,11.8449126410777,20.8360603978257,9.38598024930134,2.1092534196856,1441.9534679011076,1485.399999999996,0.08024000813586975,0.08775094212687369,2120.0,11.8848255620739,6.17595270164853,0.68399104546978,48.308876985992,23.3863537048157,0.007562926199356265
49,40.3562942382912,1.49271272439262,12.7258135838449,1.44959186025471,11.7251296933035,20.707841710182,9.42108334727393,2.12153284245713,1440.3680456295908,1483.0999999999963,0.08247737211430853,0.08990686014142553,2100.0,11.8116100218061,5.96251378550271,0.680099485817112,48.2347620347532,23.5310146721209,0.007538234158912789
50,40.4286128528645,1.47669326239211,12.8914818558446,1.43351707527041,11.6039759888149,20.5751936419712,9.45179829899976,2.13872702384248,1438.777877472154,1480.6999999999975,0.08471473609274933,0.09207206444623377,2080.0,11.7431098696118,5.75054816939777,0.667329948427881,48.1644473797614,23.6745646328011,0.007414777204754238
51,40.5008992724234,1.45962980229315,13.0556543144322,1.41803785924957,11.480097895303,20.4486098265477,9.49040871306185,2.14666231668897,1437.182993953709,1478.3999999999978,0.08685040170853257,0.09424645962735809,2060.0,11.6578485470418,5.53688987874366,0.673030069922405,48.1221469609248,23.8000845433673,0.007495601625152079
52,40.576016679693,1.4424757309683,13.2207244067453,1.40139732594026,11.3593757162477,20.3162379559857,9.52465642202971,2.1591157623901,1435.583423583836,1475.99999999999,0.08908776568697149,0.09642995272409183,2040.0,11.5794009238359,5.31974007256927,0.669513649512302,48.0479906866098,23.9533546674728,0.0074747532601574344
53,40.6539228231127,1.42585885479607,13.3878819953727,1.38475498039512,11.2371868097464,20.179443701289,9.55444365042918,2.17650718485883,1433.9791929547016,1473.4999999999905,0.09132512966541129,0.09862245295599137,2020.0,11.5055831484676,5.10403551929725,0.657443166650547,47.9773224598194,24.1056157057653,0.007358065659211487
54,40.7235694635593,1.40928841280724,13.5468540084372,1.37030196109958,11.1324159162926,20.0463821772444,9.5917375549575,2.17945050560214,1432.3703268297925,1471.0999999999908,0.09335909691853969,0.1008238714644991,2000.0,11.4209715788398,4.89009470725427,0.671016341575318,47.955132528821,24.2127848435096,0.007526823797816244
