,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,T_pyMelt,T_MELTS,F_MELTS,F_pyMelt,P,Augite,Garnet,Liquid,Olivine,Orthopyroxene,X,Spinel
0,39.2255343954111,2.26087437210452,0.797914660988523,1.33831072871938,19.6798606914704,26.6952990161383,3.79781269329828,6.20439344186948,1644.0625135106163,1560.699999999993,4.3356619694504238e-16,0.00044014368561809446,4700.0,13.9978825289904,14.5540022094796,0.0435402661229398,53.1949211116936,16.5396538837134,0.00044279737743252136,
1,39.2088804157639,2.25276737559994,0.819764974337491,1.36093676039142,19.6687320938539,26.763266753383,3.85301330808473,6.07263831858557,1643.1122457061429,1561.799999999991,1.4452206564834747e-16,0.0011549989365592297,4680.0,13.9222657674597,14.5536254577674,0.113795695988875,53.1188535615929,16.6214595171911,0.0011572835959409644,
2,39.1896401257651,2.24196631869212,0.841555808271638,1.38607893631717,19.6603922232017,26.8440798337886,3.91496026793544,5.92132648602814,1642.112817952419,1563.099999999998,-1.0116544595384323e-15,0.0019719502727263607,4660.0,13.8296587387531,14.556193916541,0.199013936400977,53.0279666950732,16.7171667132318,0.0020239391477776553,
3,39.1739076597423,2.230838905763,0.864325886232734,1.40850699415521,19.6479053690316,26.917310723421,3.97481351433363,5.78239094732052,1641.0816375788775,1564.299999999996,1.1561765251867798e-15,0.002854880512217283,4640.0,13.7417783268647,14.5571243469067,0.282821087366279,52.9399654283686,16.8083108104936,0.0028762441509842303,
4,39.1581236887121,2.21756950680452,0.887421077644441,1.43130613060235,19.6353699763924,26.9964209846407,4.03859437950061,5.63519425570277,1640.0268862655362,1565.599999999994,-5.780882625933899e-16,0.003786786756583384,4620.0,13.6435029709421,14.5594556638377,0.37727804380535,52.842235439879,16.9075278815359,0.003836855932119901,
5,39.1457464941498,2.20407333420772,0.911544159416823,1.45132414188115,19.6188841595864,27.0680582165278,4.10025430902106,5.50011518520926,1638.953319100221,1566.799999999992,-8.6713239389008475e-16,0.004757787818580166,4600.0,13.5500943130382,14.5601032462196,0.470121741431173,52.7475909812363,17.0020897180748,0.004781061135270748,
6,39.1350843639653,2.18940711266949,0.936380670247181,1.47002659892762,19.6004005294181,27.13892955336,4.16283004098485,5.36694113042746,1637.8640313743424,1567.99999999999,-1.0116544595384323e-15,0.005761453589522671,4580.0,13.4538576532346,14.560574562483,0.567616011877394,52.6495649902891,17.098386782116,0.005772561902546461,
7,39.1389514374336,2.18463725229771,0.96541393388661,1.47823407428324,19.5527948949262,27.1613856230882,4.20070674751549,5.31787603656888,1636.7611887732069,1568.3999999999978,0.0006101901759380461,0.006793286833024175,4560.0,13.4314065443877,14.5494673691242,0.609286209368593,52.5864990002664,17.0933408768531,0.006200124243091412,
8,39.0592050871694,2.21114134509784,0.983011016742185,1.54767737644691,19.5761826587825,27.2974188101606,4.3002242017246,5.02513950387595,1635.6463849587922,1570.6999999999948,0.0017288721651575805,0.007849979570845069,4540.0,13.3038295734601,14.5627302163443,0.605104222959838,52.4762333394828,17.212102647753,0.006164468449061102,
9,38.9793491026225,2.23596016360339,1.00037921408101,1.61859512557431,19.5996725381527,27.4345942242027,4.40507910389145,4.72637052787184,1634.5208373460534,1573.0999999999917,0.002745855791720846,0.008929005950711078,4520.0,13.1569586371864,14.5753953822329,0.609506185271762,52.333104038698,17.385035756611,0.006215645372952902,
10,38.9023706283432,2.26784724309225,1.01933946654848,1.68921781213643,19.6125362547115,27.5437590387632,4.498461998008,4.46646755839698,1633.3855032031393,1575.0999999999972,0.003966236143598528,0.01002838081835691,4500.0,12.9557820141463,14.5864820526441,0.596449622091131,52.20448435242,17.5968019586984,0.006089949173893519,
11,38.9163669223862,2.26470950080447,1.05292664233237,1.69072548821257,19.541170469124,27.5506719555911,4.52925801614583,4.45417100540351,1632.241152786858,1575.1999999999962,0.0048815214075059584,0.011146507644543644,4480.0,12.9583037126725,14.5681103848305,0.616615680345334,52.1292006371104,17.5777695850412,0.006301642108792381,
12,38.8390096331438,2.29790632219536,1.07261013450174,1.76117702607271,19.5570864878681,27.6475671947238,4.62203218447564,4.20261101701892,1631.0884176498344,1577.0999999999935,0.006203600122037741,0.01228207808623779,4460.0,12.7564457642762,14.5761095967771,0.596977038372004,51.9708250324409,17.8196425681338,0.006109056880597666,
